template,suggestedKey
"/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-{0}/Enable/Value","INPUT_SOURCE_BACKUPSTRATEGY_BACKUPSTRATEGY-{0}_ENABLE_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-{0}/Manual/Value","INPUT_SOURCE_BACKUPSTRATEGY_BACKUPSTRATEGY-{0}_MANUAL_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-{0}/PilotTone/Enable/Value","INPUT_SOURCE_BACKUPSTRATEGY_BACKUPSTRATEGY-{0}_PILOTTONE_ENABLE_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-{0}/PilotTone/Freq/Value","INPUT_SOURCE_BACKUPSTRATEGY_BACKUPSTRATEGY-{0}_PILOTTONE_FREQ_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-{0}/PilotTone/GpioEnable/Value","INPUT_SOURCE_BACKUPSTRATEGY_BACKUPSTRATEGY-{0}_PILOTTONE_GPIOENABLE_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-{0}/PilotTone/High/Value","INPUT_SOURCE_BACKUPSTRATEGY_BACKUPSTRATEGY-{0}_PILOTTONE_HIGH_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-{0}/PilotTone/Low/Value","INPUT_SOURCE_BACKUPSTRATEGY_BACKUPSTRATEGY-{0}_PILOTTONE_LOW_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/BackupStrategy/BackupStrategy-{0}/Priority-{1}/Value","INPUT_SOURCE_BACKUPSTRATEGY_BACKUPSTRATEGY-{0}_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-0/Channel/Value","INPUT_SOURCE_DIGITALOUTROUTING-0_CHANNEL_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-0/Gain/Value","INPUT_SOURCE_DIGITALOUTROUTING-0_GAIN_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-0/Position/Value","INPUT_SOURCE_DIGITALOUTROUTING-0_POSITION_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-1/Channel/Value","INPUT_SOURCE_DIGITALOUTROUTING-1_CHANNEL_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-1/Gain/Value","INPUT_SOURCE_DIGITALOUTROUTING-1_GAIN_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-1/Position/Value","INPUT_SOURCE_DIGITALOUTROUTING-1_POSITION_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-2/Channel/Value","INPUT_SOURCE_DIGITALOUTROUTING-2_CHANNEL_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-2/Gain/Value","INPUT_SOURCE_DIGITALOUTROUTING-2_GAIN_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-2/Position/Value","INPUT_SOURCE_DIGITALOUTROUTING-2_POSITION_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-3/Channel/Value","INPUT_SOURCE_DIGITALOUTROUTING-3_CHANNEL_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-3/Gain/Value","INPUT_SOURCE_DIGITALOUTROUTING-3_GAIN_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-3/Position/Value","INPUT_SOURCE_DIGITALOUTROUTING-3_POSITION_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-4/Channel/Value","INPUT_SOURCE_DIGITALOUTROUTING-4_CHANNEL_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-4/Gain/Value","INPUT_SOURCE_DIGITALOUTROUTING-4_GAIN_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-4/Position/Value","INPUT_SOURCE_DIGITALOUTROUTING-4_POSITION_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-5/Channel/Value","INPUT_SOURCE_DIGITALOUTROUTING-5_CHANNEL_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-5/Gain/Value","INPUT_SOURCE_DIGITALOUTROUTING-5_GAIN_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-5/Position/Value","INPUT_SOURCE_DIGITALOUTROUTING-5_POSITION_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-6/Channel/Value","INPUT_SOURCE_DIGITALOUTROUTING-6_CHANNEL_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-6/Gain/Value","INPUT_SOURCE_DIGITALOUTROUTING-6_GAIN_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-6/Position/Value","INPUT_SOURCE_DIGITALOUTROUTING-6_POSITION_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-7/Channel/Value","INPUT_SOURCE_DIGITALOUTROUTING-7_CHANNEL_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-7/Gain/Value","INPUT_SOURCE_DIGITALOUTROUTING-7_GAIN_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/Generals/DigitalOutRouting-7/Position/Value","INPUT_SOURCE_DIGITALOUTROUTING-7_POSITION_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/NetStreamGroupGain0/Delay/Value","INPUT_SOURCE_NETSTREAMGROUPGAIN0_DELAY_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/NetStreamGroupGain0/Gain/Value","INPUT_SOURCE_NETSTREAMGROUPGAIN0_GAIN_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/NetStreamGroupGain1/Delay/Value","INPUT_SOURCE_NETSTREAMGROUPGAIN1_DELAY_VALUE"
"/Device/Audio/Presets/Live/SourceSelection/NetStreamGroupGain1/Gain/Value","INPUT_SOURCE_NETSTREAMGROUPGAIN1_GAIN_VALUE"
"/Device/Audio/Presets/Live/SpeakerLayout/Speaker-{0}/Application","SPEAKER_APPLICATION"
"/Device/Audio/Presets/Live/SpeakerLayout/Speaker-{0}/BrandName","SPEAKER_BRANDNAME"
"/Device/Audio/Presets/Live/SpeakerLayout/Speaker-{0}/Description","SPEAKER_DESCRIPTION"
"/Device/Audio/Presets/Live/SpeakerLayout/Speaker-{0}/FamilyName","SPEAKER_FAMILYNAME"
"/Device/Audio/Presets/Live/SpeakerLayout/Speaker-{0}/Note","SPEAKER_NOTE"
"/Device/Audio/Presets/Live/SpeakerLayout/Speaker-{0}/PresetType","SPEAKER_PRESET_TYPE"
"/Device/Audio/Presets/Live/SpeakerLayout/Speaker-{0}/Type","SPEAKER_TYPE"
"/Device/Audio/Presets/Live/SpeakerLayout/SpeakerName-{0}/Name","SPEAKER_NAME"
"/Device/Audio/Presets/Live/SpeakerLayout/SpeakerOemFields-{0}/Name","SPEAKER_NAME"
"/Device/Config/Networking/Wifi/Channel","NETWORK_WIFI_CHANNEL"
"/Device/Config/Networking/Wifi/Country","NETWORK_WIFI_COUNTRY"
"/Device/Config/Networking/Wifi/Mode","NETWORK_WIFI_MODE"
"/Device/Config/Networking/Wifi/Security/Passphrase","NETWORK_WIFI_SECURITY_SECURITY_PASSPHRASE"
"/Device/Config/Networking/Wifi/Security/Type","NETWORK_WIFI_SECURITY_TYPE"
"/Device/Config/Networking/Wifi/Ssid","NETWORK_WIFI_SSID"
